Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Adjunto,Campo personalizado (Issue color),Campo personalizado (Metas),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerability),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
PA: El sistema debe confirmar al usuario que la contraseña fue actualizada correctamente.,TIC-201,12522,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:01 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0075j:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:01 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: El enlace debe tener tiempo de expiración por seguridad.,TIC-200,12520,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:00 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0075b:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:00 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: El enlace debe permitir al usuario ingresar una nueva contraseña.,TIC-199,12518,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:00 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00753:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:00 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: El sistema debe enviar un correo con un enlace de recuperación de contraseña.,TIC-198,12516,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:00 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0074v:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:00 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: El sistema debe validar que el correo exista en la base de datos.,TIC-197,12514,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:00 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0074n:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:00 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: El usuario debe poder ingresar su correo electrónico en el formulario de recuperación.,TIC-196,12512,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 6:00 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0074f:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 6:00 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: Confirmar al usuario que la contraseña fue actualizada exitosamente [3h],TIC-195,12510,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:59 PM,15/mar/26 7:02 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00747:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:59 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Validar reglas de seguridad de la nueva contraseña. [3h],TIC-194,12508,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:59 PM,13/mar/26 6:18 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0073z:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:59 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Crear endpoint POST /auth/reset-password.  [3h],TIC-193,12506,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:59 PM,13/mar/26 6:19 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0073r:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:59 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Diseñar pantalla de recuperación de contraseña en frontend. [3h],TIC-192,12504,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:59 PM,13/mar/26 6:18 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0073j:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:59 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Construir el enlace de recuperación con el token. [3h],TIC-191,12502,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0073b:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Construir el enlace de recuperación con el token. [3h],TIC-190,12500,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00733:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Guardar el token con fecha de expiración en la base de datos [3h],TIC-189,12498,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,15/mar/26 6:50 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0072v:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Generar un token único de recuperación de contraseña. [3h],TIC-188,12496,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0072n:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Validar que el correo ingresado exista en la base de datos [3h],TIC-187,12494,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0072f:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
Crear endpoint POST /auth/request-password-reset. [4h],TIC-186,12492,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:58 PM,15/mar/26 6:50 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00727:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:58 PM,12044,TIC-6,"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido."
PA: La información mostrada debe coincidir con los datos almacenados en la base de datos.,TIC-185,12490,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:57 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0071z:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:57 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
"PA: Si no existen eventos disponibles, el sistema debe mostrar un mensaje informativo al usuario.",TIC-184,12488,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:57 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0071r:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:57 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
PA: El usuario debe poder seleccionar un evento para ver más detalles.,TIC-183,12486,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:57 PM,13/mar/26 6:17 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0071j:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:57 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
"PA: Cada evento debe mostrar al menos nombre, fecha, lugar y disponibilidad.",TIC-182,12484,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:57 PM,13/mar/26 6:16 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0071b:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:57 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
"PA: Cuando el usuario ingrese a la sección de eventos, el sistema debe mostrar la lista de eventos disponibles.",TIC-181,12482,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:57 PM,13/mar/26 6:16 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00713:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:57 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Probar el endpoint con Postman y desde el frontend. [2h],TIC-180,12480,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:54 PM,13/mar/26 6:15 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0070v:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:54 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Manejar casos donde no existan eventos disponibles. [4h],TIC-179,12478,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:54 PM,13/mar/26 6:15 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0070n:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:54 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Agregar opción para seleccionar un evento y ver su detalle.  [4h],TIC-178,12476,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:54 PM,13/mar/26 6:15 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i0070f:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:54 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
"Implementar tarjetas visuales de eventos (nombre, fecha, lugar). [2h]",TIC-177,12474,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:53 PM,13/mar/26 6:15 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i00707:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:53 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Crear el controlador API para exponer los eventos al frontend. [4h],TIC-176,12472,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:51 PM,15/mar/26 6:48 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006zz:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:51 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Diseñar la interfaz en frontend para mostrar la lista de eventos. [4h],TIC-175,12470,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:51 PM,13/mar/26 6:15 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006zr:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:51 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Crear el controlador API para exponer los eventos al frontend. [4h],TIC-174,12468,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:51 PM,15/mar/26 6:47 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006zj:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:51 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Desarrollar el servicio backend que obtenga los eventos desde la base de datos. [3h],TIC-173,12466,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:51 PM,15/mar/26 6:47 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006zb:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:51 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Implementar la consulta que devuelva solo eventos activos [3h],TIC-172,12464,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:51 PM,13/mar/26 6:14 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006z3:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:51 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
Crear el modelo de datos de eventos en la base de datos. [3h],TIC-171,12462,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:50 PM,15/mar/26 6:47 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006yv:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:50 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
